nombre,descripcion,categoria,precio,sku_pos,activo
MALLA TWERLA,,Lenceria,65000,LT-PBM-61130-TWERLA,true
MALLA TESSA NEGRO,,Lenceria,65000,LT-PBM-61132-TESSA,true
CONJUNTO LENCERIA TELMA NEGRO LEROT,,Lenceria,130000,LT-PCL-11295-NEG,true
LEROT LENCERIA BETANY NEGRO,,Lenceria,130000,LT-PCL-11303-NEG,true
LEROT LENCERIA ELA NEGRO,,Lenceria,130000,LT-PCL-11578-NEG,true
LEROT LENCERIA BELLA MARFIL,,Lenceria,130000,LT-PCL-12989-MAR,true
DISFRAZ PROFESORA LEROT,,Lenceria,130000,LT-PDF-3125,true
DISFRAZ MUCAMA TRAVIESA LEROT,,Lenceria,130000,LT-PDF-314103,true
DISFRAZ CONEJITA SEXY LEROT,,Lenceria,130000,LT-PDF-31515,true
LEROT DISFRAZ CONEJA JUGUETONA,,Lenceria,130000,LT-PDF-31564,true
LEROT DISFRAZ MUCAMA,,Lenceria,130000,LT-PDF-31613,true
LEROT DISFRAZ COLEGIALA,,Lenceria,130000,LT-PDF-32414,true
LEROT DISFRAZ COLEGIALA INOCENTE,,Lenceria,130000,LT-PDF-32468,true
DISFRAZ JAPONESE SCHOOLGIRL LEROT,,Lenceria,130000,LT-PDF-32633,true
DISFRAZ DIABLA MALVADA LEROT,,Lenceria,130000,LT-PDF-336102,true
DISFRAZ ALICIA LEROT,,Lenceria,130000,LT-PDF-36215,true
DISFRAZ BLANCA NIEVES LEROT,,Lenceria,130000,LT-PDF-366119,true
GUANTES BOREAL LEROT,,Lenceria,45000,LT-PGA-61208-U,true
MALLA ZAHIRA,,Lenceria,65000,LT-PMB-61120-ZAHIRA,true
MALLA JADEL NEGRO,,Lenceria,65000,LT-PMB-61133-JADEL-NEG,true
LEROT MEDIAS MALEN BLANCO,,Lenceria,45000,LT-PME-41202-BLA-U,true
LEROT MEDIAS MALEN NEGRO,,Lenceria,45000,LT-PME-41202-NEG-U,true
LEROT MEDIAS MALEN ROJO,,Lenceria,45000,LT-PME-41202-ROJ-U,true
LEROT MEDIA PANTALON MALLA,,Lenceria,40000,LT-PME-41205-NEG,true
LIGAS VERA LEROT BLANCO,,Lenceria,25000,LT-PME-51202-BLA-U,true
LIGAS VERA LEROT NEGRO,,Lenceria,25000,LT-PME-51202-NEG-U,true
VESTIDO EN MALLA ONICE LEROT,,Lenceria,130000,LT-PVS-11301,true
LOVENSE LUSH 3,,Vibrador,680000,LV-JVB-012-LUSH3-FUC,true
LOVENSE LUSH 4,,Vibrador,750000,LV-JVB-023-LUSH4-FUC,true
POTENCIADOR F7 HOMBRE,,Cosmeticos,65000,POT-F7-MEN,true
POTENCIADOR F7 MUJER,,Cosmeticos,65000,POT-F7-WOMEN,true
POWER SEX SACHET X4,,Potenciadores,20000,PX-SACHET-X4,true
RETARDEX CREMA,,Cosmeticos,25000,RETARDEX,true
RINO CREMA,,Cosmeticos,20000,RINO-CREMA,true
RINO SPRAY DORADO,,Cosmeticos,35000,RINO-SPRAY-DORAD,true
RUGE +,,Cosmeticos,55000,RUGEMAS,true
SATISFYER PLUG ILICIOUS 1 MORADO,,Estimulacion Anal y Prostata,380000,ST-JAN-004-ILICIOUS-MOR,true
SATISFYER PRO 2,,Vibrador,380000,ST-JVB-003-PRO2,true
SATISFYER DOUBLE WHALE,,Vibrador,295000,ST-JVB-027-WHALE,true
SATISFYER DOUBLE PLUS REMOTE,,Vibrador,350000,ST-JVB-032-DOUBLE-PLUS-REMOTE,true
SATISFYER CURVY +3,,Succionador,380000,ST-JVB-043-CURVY3-ROS,true
SATISFYER LOVE TRIANGLE NEGRO,,Succionador,380000,ST-JVB-044-TRIANGLE-NEG,true
SATISFYER MONO FLEX ROJO,,Cosmeticos,450000,ST-JVB-047-MONO-FLEX-ROJ,true
SATSIFYER SEXY SECRET,,Vibrador,380000,ST-JVB-049-SEXYSECRET-VIN,true
SATISFYER ULTRA POWER BULLET 5,,Balas y Huevos Vibradores,295000,ST-JVB-051-ULTRA-5-NEG,true
SATSIFYER HOT LOVER,,Vibrador,450000,ST-JVB-053-HOT-LOVER,true
SATSIFYER ULTRA POWER BULLET 6 TURQUESA,,Vibrador,295000,ST-JVB-056-ULTRA-6-TUR,true
SATSIFYER ULTRA POWER BULLET 8,,Vibrador,320000,ST-JVB-062-ULTRA-8-LIL,true
SATISFYER LITTLE SECRET,,Vibrador,450000,ST-JVB-081-LITTLESECRET-NEG,true
SATISFYER MODERN BLOSSOM,,Succionador,320000,ST-JVB-1007-MOD-BLOS,true
SATISFYER DOUBLE JOY MORADO,,Vibrador,380000,ST-JVB-DOUBLE-JOY-MOR,true
SATISFYER DOUBLE JOY NEGRO,,Vibrador,380000,ST-JVB-DOUBLE-JOY-NEG,true
CONDONES TITANIUM LUBRICADO X3,,Condones,20000,TI-BPR-005-LUB-X3,true
BALA RECARGABLE NORTH VIBRACIONES,,Vibrador,105000,VIB334,true
BALA RECARGABLE STORMY VIBRACIONES,,Vibrador,120000,VIB431,true
VIBRADOR DOBLE ESTIMULACION CARRIE VIBRACIONES,,Vibrador,205000,VIB435,true
VIBRADOR CHARLOTTE CON APP VIBRACIONES,,Vibrador,250000,VIB444,true
VIBRADOR SAMANTHA CON SUCCION VIBRACIONES,,Vibrador,230000,VIB474,true
HUEVO VIBRADOR CON CONTROL ARIA VIBRACIONES,,Vibrador,220000,VIB489,true
WANA DADOS JUEGO EROTICO,,Juego,30000,WA-JJM-003-EROTICO-X4,true
